Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
156,Carolina Hurricanes,Tyler Ganly,CA,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
157,Toronto Maple Leafs,Dmitri Vorobiev,RU,D,18,,Lada Togliatti (KHL),,,,,,,,,,,,,
157,Edmonton Oilers,Fredrik Pettersson,SE,LW,18,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
157,Washington Capitals,Brent Gwidt,US,C,18,,Lakeland Union (High-WI),,,,,,,,,,,,,
157,Edmonton Oilers,William Quist,SE,LW,18,,Tingsryds (Sweden-3),,,,,,,,,,,,,
157,Columbus Blue Jackets,Cam Atkinson,US,RW,19,2022,Avon Old Farms (High-CT),681,231,210,441,22,154,,,,,,,53.1
157,Phoenix Coyotes,Evan Bloodoff,CA,LW,18,,Kelowna (WHL),,,,,,,,,,,,,
157,New York Rangers,Jesper Fast,SE,RW,18,2022,HV 71 Jr. (Sweden-Jr.),522,72,115,187,21,134,,,,,,,14.7
157,Winnipeg Jets,Jason Kasdorf,CA,G,19,2016,Portage (MJHL),1,0,0,0,0,0,1,0,1,0,0.867,4,0
157,Toronto Maple Leafs,Ryan Rupert,CA,C,18,,London (OHL),,,,,,,,,,,,,
157,Calgary Flames,Tim Harrison,US,RW,19,,Dexter Prep (High-MA),,,,,,,,,,,,,
158,Tampa Bay Lightning,Brandon Elliott,CA,LW,20,,Mississauga (OHL),,,,,,,,,,,,,
158,Calgary Flames,Matt Keetley,CA,G,19,2008,Medicine Hat (WHL),1,0,0,0,0,0,1,0,0,0,1,0,0
158,Boston Bruins,Levi Nelson,CA,C,18,,Swift Current (WHL),,,,,,,,,,,,,
158,Columbus Blue Jackets,Allen York,CA,G,18,2012,Camrose (AJHL),11,0,0,0,0,0,11,3,2,0,0.92,2.3,1.4
158,Toronto Maple Leafs,Grant Rollheiser,CA,G,19,,Trail (BCHL),,,,,,,,,,,,,
158,Toronto Maple Leafs,Jerry D'Amigo,US,RW,18,2015,U.S. National U-18 (USNTDP),31,1,2,3,-5,2,,,,,,,-0.2
158,Los Angeles Kings,Maxim Kitsyn,RU,LW,18,,Novokuznetsk (Russia),,,,,,,,,,,,,
158,Columbus Blue Jackets,Lukas Sedlak,CZ,C,18,2019,Ceske Budejovice Jr. (Czech),162,15,12,27,2,56,,,,,,,2
158,Minnesota Wild,Christoph Bertschy,CH,C,18,2018,Bern (Swiss),9,0,1,1,1,8,,,,,,,0
158,Edmonton Oilers,Ben Betker,CA,D,18,,Everett (WHL),,,,,,,,,,,,,
159,Vancouver Canucks,Mike Brown,US,RW,19,2016,Michigan (CCHA),407,19,17,36,-36,778,,,,,,,-1.5
159,Carolina Hurricanes,Risto Korhonen,FI,D,18,,Karpat Oulu Jr. (Finland-Jr.),,,,,,,,,,,,,
159,Columbus Blue Jackets,Jesse Dudas,CA,D,18,,Prince George (WHL),,,,,,,,,,,,,
159,Boston Bruins,Alain Goulet,CA,D,18,,Aurora (OPJHL),,,,,,,,,,,,,
159,Phoenix Coyotes,Brett Hextall,US,C,20,,Penticton (BCHL),,,,,,,,,,,,,
159,Dallas Stars,Curtis McKenzie,CA,LW,18,2018,Penticton (BCHL),99,10,13,23,-1,131,,,,,,,1.6
159,Minnesota Wild,Johan Gustafsson,SE,G,18,,Skare (Sweden-3),,,,,,,,,,,,,
159,New Jersey Devils,Reece Scarlett,CA,D,18,,Swift Current (WHL),,,,,,,,,,,,,
159,Carolina Hurricanes,Collin Olson,US,G,18,,USA U-18 (USHL),,,,,,,,,,,,,
159,Buffalo Sabres,Sean Malone,US,C,18,2021,USA U-18 (USHL),2,0,1,1,-1,2,,,,,,,0
160,Boston Bruins,Ben Walter,CA,C,20,2010,Massachusetts (H-East),24,1,0,1,-1,6,,,,,,,-0.2
160,Dallas Stars,Matt Watkins,CA,RW,18,2012,Vernon (BCHL),1,0,0,0,-1,0,,,,,,,-0.1
160,New York Islanders,Andrew MacDonald,CA,D,20,2019,Moncton (QMJHL),586,28,133,161,-11,276,,,,,,,31.3
160,St. Louis Blues,Anthony Peluso,CA,RW,18,2019,Erie (OHL),148,4,10,14,-4,220,,,,,,,0.3
160,Tampa Bay Lightning,Luke Witkowski,US,D,18,2020,Ohio (USHL),131,2,11,13,-11,162,,,,,,,1.8
160,Ottawa Senators,Corey Cowick,CA,LW,20,,Ottawa (OHL),,,,,,,,,,,,,
160,Atlanta Thrashers,Tanner Lane,US,C,18,,Detroit Lakes (High-MN),,,,,,,,,,,,,
160,Anaheim Ducks,Josh Manson,CA,D,19,2022,Salmon Arm (BCHL),451,25,86,111,39,427,,,,,,,27.6
160,Winnipeg Jets,Ryan Olsen,CA,C,18,,Saskatoon (WHL),,,,,,,,,,,,,
160,New Jersey Devils,Myles Bell,CA,RW,20,,Kelowna (WHL),,,,,,,,,,,,,
161,Minnesota Wild,Jean-Claude Sawyer,CA,D,18,,Cape Breton (QMJHL),,,,,,,,,,,,,
161,Florida Panthers,Brian Foster,US,G,18,2012,N.H. Jr. Monarchs (EJHL),1,0,0,0,0,0,1,0,0,0,1,0,0
161,Toronto Maple Leafs,Viktor Stalberg,SE,LW,20,2017,Vastra Frolunda (Sweden),488,82,86,168,-6,245,,,,,,,16.4
161,Philadelphia Flyers,Patrick Maroon,US,LW,19,2022,St. Louis (NAHL),620,110,157,267,29,723,,,,,,,26.8
161,Vancouver Canucks,Mats Froshaug,NO,C,20,,Linkoping Jr. ( ),,,,,,,,,,,,,
161,Minnesota Wild,Darcy Kuemper,CA,G,19,2022,Red Deer (WHL),280,0,4,4,0,30,280,133,89,34,0.917,2.47,49.8
161,Anaheim Ducks,Andreas Dahlstrom,SE,C,19,,AIK (Sweden-2),,,,,,,,,,,,,
161,Minnesota Wild,Steve Michalek,US,G,18,,Loomis-Chaffee (High-CT),,,,,,,,,,,,,
161,Tampa Bay Lightning,Jake Dotchin,CA,D,18,2019,Owen Sound (OHL),103,3,20,23,23,112,,,,,,,5.7
161,Ottawa Senators,Chris Leblanc,US,RW,20,,South Shore (EJHL),,,,,,,,,,,,,
162,Detroit Red Wings,Tyler Haskins,US,C,18,,St. Michael's (OJHL),,,,,,,,,,,,,
162,San Jose Sharks,P.J. Fenton,US,LW,20,,Massachusetts (H-East),,,,,,,,,,,,,
162,Minnesota Wild,Julian Walker,CH,W,20,,Basel ( ),,,,,,,,,,,,,
162,Carolina Hurricanes,Brett Bellemore,CA,D,19,2015,Plymouth (OHL),121,4,16,20,-2,79,,,,,,,5.2
162,Chicago Blackhawks,Jonathan Carlsson,SE,D,20,,Brynas Gavle (Sweden),,,,,,,,,,,,,
162,Tampa Bay Lightning,Jaroslav Janus,SK,G,19,,Erie (OHL),,,,,,,,,,,,,
162,Edmonton Oilers,Brandon Davidson,CA,D,19,2021,Regina (WHL),180,9,14,23,-24,82,,,,,,,4.3
162,St. Louis Blues,Ryan Tesink,CA,C,18,,Saint John (QMJHL),,,,,,,,,,,,,
162,Colorado Avalanche,Joseph Blandisi,CA,C/RW,18,2020,Owen Sound (OHL),101,10,21,31,-26,78,,,,,,,1.7
162,Philadelphia Flyers,Merrick Madsen,US,G,18,,Proctor Academy (High-NH),,,,,,,,,,,,,
163,Tampa Bay Lightning,Dusty Collins,US,C/LW,19,,Northern Michigan (CCHA),,,,,,,,,,,,,
163,Tampa Bay Lightning,Marek Kvapil,CZ,RW,20,,Saginaw (OHL),,,,,,,,,,,,,
163,Vancouver Canucks,Sergei Shirokov,RU,RW,20,2011,CSKA Moscow (Russia),8,1,0,1,-3,2,,,,,,,-0.1
163,Montreal Canadiens,Nichlas Torp,SE,D,18,,HV 71 Jonkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
163,Edmonton Oilers,Teemu Hartikainen,FI,C,18,2013,Kalpa Kuopio Jr. (Finland-Jr.),52,6,7,13,-10,16,,,,,,,0.5
163,Minnesota Wild,Jere Sallinen,FI,RW,18,,Blues Espoo Jr. (Finland-Jr.),,,,,,,,,,,,,
163,San Jose Sharks,Konrad Abeltshauser,DE,D,18,,Halifax (QMJHL),,,,,,,,,,,,,
163,Carolina Hurricanes,Matt Mahalak,US,G,18,,Plymouth (OHL),,,,,,,,,,,,,
163,Buffalo Sabres,Linus Ullmark,SE,G,19,2022,MODO Jr. (Sweden-Jr.),145,0,2,2,0,6,145,67,56,14,0.911,2.78,25.4
163,Phoenix Coyotes,Brendan Burke,US,G,18,,Portland (WHL),,,,,,,,,,,,,
164,Pittsburgh Penguins,Moises Gutierrez,US,RW,18,,Kamloops (WHL),,,,,,,,,,,,,
164,Florida Panthers,Roman Derlyuk,RU,D,18,,Spartak St. Petersburg (Russia-2),,,,,,,,,,,,,
164,Los Angeles Kings,Constantin Braun,DE,D,18,,Eisbaren Berlin (Germany),,,,,,,,,,,,,
164,Toronto Maple Leafs,Chris Didomenico,CA,C,18,2018,Saint John (QMJHL),27,6,4,10,-4,14,,,,,,,1
164,Buffalo Sabres,Nick Crawford,CA,D,18,,Saginaw (OHL),,,,,,,,,,,,,
164,Buffalo Sabres,Connor Knapp,US,G,19,2014,Miami (Ohio) (CCHA),2,0,1,1,,0,2,0,0,1,0.875,3.14,0
164,St. Louis Blues,Stephen Macaulay,CA,LW,18,,Saint John (QMJHL),,,,,,,,,,,,,
164,Calgary Flames,Laurent Brossoit,CA,G,18,2022,Edmonton (WHL),102,0,1,1,0,0,102,41,38,8,0.907,2.8,14.5
164,Nashville Predators,Simon Fernholm,SE,D,18,,Huddinge Jr. (Sweden-Jr.),,,,,,,,,,,,,
164,Pittsburgh Penguins,Dane Birks,CA,D,18,,Merritt (BCHL),,,,,,,,,,,,,
165,Chicago Blackhawks,Scott McCulloch,CA,LW,18,,Grande Prairie (AJHL),,,,,,,,,,,,,
165,Tampa Bay Lightning,Kevin Beech,CA,G,18,,Sudbury (OHL),,,,,,,,,,,,,
165,Atlanta Thrashers,Jonas Enlund,FI,C,18,,HIFK Helsinki Jr. ( ),,,,,,,,,,,,,
165,San Jose Sharks,Patrik Zackrisson,SE,RW,20,,Rogle Angelholm ( ),,,,,,,,,,,,,
165,Carolina Hurricanes,Mike Murphy,CA,G,19,2012,Belleville (OHL),2,0,0,0,0,0,2,0,1,0,1,0,0.1
165,Florida Panthers,Scott Timmins,CA,C,20,2013,Windsor (OHL),24,1,0,1,-10,12,,,,,,,-0.6
165,Boston Bruins,Zane Gothberg,US,G,18,2017,Thief River Falls (High-MN),8,0,0,0,0,0,8,0,4,1,0.858,3.97,-0.1
165,Dallas Stars,Matej Stransky,CZ,RW,18,,Saskatoon (WHL),,,,,,,,,,,,,
165,Calgary Flames,Coda Gordon,CA,LW,18,,Swift Current (WHL),,,,,,,,,,,,,
165,Columbus Blue Jackets,Markus Soberg,NO,RW,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
166,Washington Capitals,Peter Guggisberg,CH,RW,19,,Davos (Swiss),,,,,,,,,,,,,
166,Colorado Avalanche,Jason Lynch,CA,D,18,,Spokane (WHL),,,,,,,,,,,,,
166,Toronto Maple Leafs,Tyler Ruegsegger,US,C,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
166,New York Islanders,Blake Kessel,US,D,18,,Waterloo (USHL),,,,,,,,,,,,,
166,Nashville Predators,Jeff Foss,US,D,19,,RPI ( ),,,,,,,,,,,,,
166,Anaheim Ducks,Scott Valentine,CA,D,18,,Oshawa (OHL),,,,,,,,,,,,,
166,Edmonton Oilers,Drew Czerwonka,CA,LW,18,,Kootenay (WHL),,,,,,,,,,,,,
166,San Jose Sharks,Daniil Sobchenko,UA,C,20,,Yaroslavl (KHL),,,,,,,,,,,,,
166,Ottawa Senators,Francois Brassard,CA,G,18,,Quebec (QMJHL),,,,,,,,,,,,,
166,New York Islanders,Alan Quine,CA,C,20,2020,Belleville (OHL),106,10,18,28,-5,22,,,,,,,1.6
167,Columbus Blue Jackets,Rob Page,US,D,19,,Blake (High-MN),,,,,,,,,,,,,
167,Chicago Blackhawks,Joe Fallon,US,G,20,,Vermont (ECAC),,,,,,,,,,,,,
167,Vancouver Canucks,Juraj Simek,SK,LW,18,,Kloten ( ),,,,,,,,,,,,,
167,Tampa Bay Lightning,Johan Harju,SE,LW,21,2011,Lulea (Sweden),10,1,2,3,-2,2,,,,,,,0.2
167,Colorado Avalanche,Joel Chouinard,CA,D,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
167,Columbus Blue Jackets,Anton Blomqvist,SE,D,19,,Malmo Jr. ( ),,,,,,,,,,,,,
167,Carolina Hurricanes,Tyler Stahl,CA,D,18,,Chilliwack (WHL),,,,,,,,,,,,,
167,Buffalo Sabres,Nathan Lieuwen,CA,G,20,2014,Kootenay (WHL),7,0,0,0,,0,7,1,4,0,0.906,2.97,1
167,Washington Capitals,Riley Barber,US,RW,18,2022,USA U-18 (USHL),14,0,0,0,0,2,,,,,,,-0.2
167,Minnesota Wild,Avery Peterson,US,C,18,,Grand Rapids (High-MN),,,,,,,,,,,,,
168,Phoenix Coyotes,Kevin Cormier,CA,RW,18,,Moncton (QMJHL),,,,,,,,,,,,,
168,Colorado Avalanche,Justin Mercier,US,F,18,2010,U.S. National U-18 (USNTDP),9,1,1,2,2,0,,,,,,,0.3
168,Tampa Bay Lightning,Dane Crowley,CA,D,19,,Swift Current (WHL),,,,,,,,,,,,,
168,New York Rangers,Carl Hagelin,SE,LW,19,2022,Sodertalje Jr. (Sweden-Jr.),713,110,186,296,119,293,,,,,,,30.3
168,Calgary Flames,Ryley Grantham,CA,C,20,,Moose Jaw (WHL),,,,,,,,,,,,,
168,St. Louis Blues,David Shields,US,D,18,,Erie (OHL),,,,,,,,,,,,,
168,Nashville Predators,Anthony Bitetto,US,D,20,2021,Indiana (USHL),197,3,28,31,-15,142,,,,,,,4.7
168,Montreal Canadiens,Daniel Pribyl,CZ,C,18,,Sparta Jr. (Czech),,,,,,,,,,,,,
168,San Jose Sharks,Clifford Watson,US,D,18,,Sioux City (USHL),,,,,,,,,,,,,
168,Ottawa Senators,Quentin Shore,US,C,19,,Denver (WCHA),,,,,,,,,,,,,
169,New York Rangers,Jordan Foote,CA,LW,19,,Nanaimo (BCHL),,,,,,,,,,,,,
169,St. Louis Blues,Mike Gauthier,CA,D,18,,Prince Albert (WHL),,,,,,,,,,,,,
169,Chicago Blackhawks,Chris Auger,CA,C,18,,Wellington (OPJHL),,,,,,,,,,,,,
169,Boston Bruins,Radim Ostrcil,CZ,D,18,,Vsetin (Czech),,,,,,,,,,,,,
169,Chicago Blackhawks,Ben Smith,US,RW,20,2017,Boston College ( ),237,29,25,54,-3,8,,,,,,,3.8
169,Montreal Canadiens,Dustin Walsh,CA,C,18,,Kingston (OJHL),,,,,,,,,,,,,
169,Atlanta Thrashers,Sebastian Owuya,SE,D,18,,Timra (Sweden),,,,,,,,,,,,,
169,Chicago Blackhawks,Sam Jardine,CA,D,18,,Camrose (AJHL),,,,,,,,,,,,,
169,Chicago Blackhawks,Vincent Hinostroza,US,C,18,2022,Waterloo (USHL),308,46,83,129,-4,77,,,,,,,11.7
169,Detroit Red Wings,Marc McNulty,CA,D,18,,Prince George (WHL),,,,,,,,,,,,,
170,Philadelphia Flyers,Ladislav Scurko,SI,C,18,,Spisska Nova Ves Jr. (Slovak-Jr.),,,,,,,,,,,,,
170,New Jersey Devils,Sean Zimmerman,US,D,18,,Spokane (WHL),,,,,,,,,,,,,
170,Edmonton Oilers,Alexander Bumagin,RU,W,19,,Lada Togliatti (KHL),,,,,,,,,,,,,
170,Minnesota Wild,Harri Ilvonen,FI,D,18,,Tappara Tampere Jr. (Finland-Jr.),,,,,,,,,,,,,
170,Colorado Avalanche,Jonas Holos,NO,D,21,2011,Sarpsborg (Norway),39,0,6,6,-3,10,,,,,,,0.9
170,New York Rangers,Dan Maggio,CA,D,18,,Sudbury (OHL),,,,,,,,,,,,,
170,Pittsburgh Penguins,Reid McNeill,CA,D,18,,London (OHL),,,,,,,,,,,,,
170,Nashville Predators,Chase Balisy,US,C,19,2018,Western Michigan (CCHA),8,0,0,0,-2,0,,,,,,,-0.2
170,Detroit Red Wings,James De Haas,CA,D,18,,Toronto Lakeshore (OJHL),,,,,,,,,,,,,
170,New York Rangers,Mackenzie Skapski,CA,G,19,2015,Kootenay (WHL),2,0,0,0,0,0,2,2,0,0,0.978,0.5,0.6
171,Philadelphia Flyers,Frederik Cabana,CA,C,18,,Halifax (QMJHL),,,,,,,,,,,,,
171,St. Louis Blues,Nick Drazenovic,CA,C,18,2014,Prince George (WHL),12,0,0,0,-6,6,,,,,,,-0.4
171,New York Islanders,Brian Day,US,RW,18,,Governor Dummer (High-MA),,,,,,,,,,,,,
171,Pittsburgh Penguins,Dustin Jeffrey,CA,C,19,2016,Sault Ste. Marie (OHL),131,18,15,33,4,12,,,,,,,3.1
171,New York Rangers,Mitch Gaulton,CA,D,18,,Erie (OHL),,,,,,,,,,,,,
171,Calgary Flames,Joni Ortio,FI,G,18,2016,TPS Turku Jr. ( ),37,0,2,2,0,2,37,15,15,5,0.901,2.66,4
171,Detroit Red Wings,Brooks Macek,CA,C,18,,Tri-City (WHL),,,,,,,,,,,,,
171,Ottawa Senators,Max McCormick,US,LW,19,2022,Sioux City (USHL),93,8,5,13,-14,97,,,,,,,0.3
171,Los Angeles Kings,Tomas Hyka,CZ,RW,19,2019,Gatineau (QMJHL),27,2,5,7,0,2,,,,,,,0.4
171,Nashville Predators,Tommy Veilleux,CA,LW,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
172,Anaheim Ducks,Matt Auffrey,US,RW,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
172,Boston Bruins,Lukas Vantuch,CZ,RW,18,,Liberec Jr. (Czech-Jr.),,,,,,,,,,,,,
172,Anaheim Ducks,Petteri Wirtanen,FI,C,20,2008,HPK Hameenlinna ( ),3,1,0,1,1,2,,,,,,,0.2
172,Dallas Stars,Luke Gazdic,CA,LW,18,2017,Erie (OHL),147,5,3,8,-20,206,,,,,,,-0.8
172,New Jersey Devils,David Wohlberg,US,C,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
172,Philadelphia Flyers,Eric Wellwood,CA,LW,19,2013,Windsor (OHL),31,5,5,10,13,4,,,,,,,1.6
172,Vancouver Canucks,Alex Friesen,CA,C,19,2016,Niagara (OHL),1,0,0,0,-2,0,,,,,,,-0.1
172,New York Rangers,Peter Ceresnak,SK,D,18,,Trencin Jr. (Slovak-Jr.),,,,,,,,,,,,,
172,Nashville Predators,Max Gortz,SE,RW,19,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,
172,Toronto Maple Leafs,Antoine Bibeau,CA,G,19,2020,PEI (QMJHL),4,0,0,0,0,0,4,2,1,0,0.907,2.54,0.5
173,Calgary Flames,Adam Pardy,CA,D,20,2017,Cape Breton (QMJHL),342,4,48,52,7,269,,,,,,,11.2
173,Toronto Maple Leafs,Johan Dahlberg,SE,LW,18,,MoDo Ornskoldsvik Jr. (Sweden-Jr.),,,,,,,,,,,,,
173,New York Islanders,Stefan Ridderwall,SE,G,18,,Djurgarden Jr ( ),,,,,,,,,,,,,
173,San Jose Sharks,Nick Bonino,US,C,19,2022,Avon Old Farms (High-CT),733,138,183,321,53,211,,,,,,,31
173,Boston Bruins,Nick Tremblay,CA,C,20,,Smiths Falls (CJHL),,,,,,,,,,,,,
173,Vancouver Canucks,Joe Cannata,US,G,19,,Merrimack ( ),,,,,,,,,,,,,
173,Buffalo Sabres,Cedrick Henley,CA,LW,18,,Val D'Or (QMJHL),,,,,,,,,,,,,
173,Toronto Maple Leafs,Dennis Robertson,CA,D,20,,Brown (ECAC),,,,,,,,,,,,,
173,Pittsburgh Penguins,Anton Zlobin,RU,RW,19,,Shawinigan (QMJHL),,,,,,,,,,,,,
173,St. Louis Blues,Santeri Saari,FI,D,18,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,,
174,Los Angeles Kings,Scott Parse,US,C,20,2012,Nebraska-Omaha (CCHA),73,14,16,30,19,36,,,,,,,4.2
174,Philadelphia Flyers,John Flatters,CA,D,18,,Red Deer (WHL),,,,,,,,,,,,,
174,New York Rangers,Eric Hunter,CA,C,20,,Prince George (WHL),,,,,,,,,,,,,
174,Nashville Predators,Robert Dietrich,DE,D,21,,Dusseldorf ( ),,,,,,,,,,,,,
174,Washington Capitals,Greg Burke,US,LW,18,,Jr. Monarchs (EJHL),,,,,,,,,,,,,
174,New Jersey Devils,Ashton Bernard,CA,LW,19,,Shawinigan (QMJHL),,,,,,,,,,,,,
174,New Jersey Devils,Maxime Clermont,CA,G,18,,Gatineau (QMJHL),,,,,,,,,,,,,
174,Pittsburgh Penguins,Josh Archibald,CA,W,18,2021,Brainerd-High (High-MN),235,39,31,70,-4,93,,,,,,,6.5
174,Florida Panthers,Francis Beauvillier,CA,C/LW,18,,Rimouski (QMJHL),,,,,,,,,,,,,
174,Washington Capitals,Brian Pinho,US,C,18,2021,St. John'S Prep (High-MA),2,0,0,0,-2,0,,,,,,,-0.1
175,Minnesota Wild,Aaron Boogaard,CA,RW,18,,Tri-City (WHL),,,,,,,,,,,,,
175,Detroit Red Wings,Juho Mielonen,FI,D,18,,Ilves Tampere Jr. (Finland-Jr.),,,,,,,,,,,,,
175,Philadelphia Flyers,Michael Dupont,CH,G,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
175,Atlanta Thrashers,John Albert,US,C,18,2014,U.S. National U-18 (USNTDP),9,1,0,1,-3,0,,,,,,,0
175,New York Islanders,Justin Dibenedetto,CA,C,20,2011,Sarnia (OHL),8,0,1,1,-2,2,,,,,,,-0.1
175,Washington Capitals,Garrett Mitchell,CA,RW,18,2017,Regina (WHL),1,0,0,0,0,0,,,,,,,0
175,Vancouver Canucks,Jonathan Iilahti,FI,G,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,
175,Detroit Red Wings,Richard Nedomlel,CZ,D,18,,Swift Current (WHL),,,,,,,,,,,,,
175,Boston Bruins,Matthew Benning,CA,D,18,2022,Spruce Grove (AJHL),349,16,58,74,15,191,,,,,,,15.5
175,Vancouver Canucks,Mike Williamson,CA,D,20,,Spruce Grove (AJHL),,,,,,,,,,,,,
176,Buffalo Sabres,Patrick Kaleta,US,RW,18,2015,Peterborough (OHL),348,27,27,54,-18,542,,,,,,,1.9
176,Nashville Predators,Ryan Maki,US,RW,20,,Harvard (ECAC),,,,,,,,,,,,,
176,Nashville Predators,Ryan Flynn,US,RW,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
176,Vancouver Canucks,Taylor Matson,US,C,18,,Des Moines (USHL),,,,,,,,,,,,,
176,Dallas Stars,Matthew Tassone,CA,C,18,,Swift Current (WHL),,,,,,,,,,,,,
176,Boston Bruins,Tyler Randell,CA,RW,18,2016,Kitchener (OHL),27,6,0,6,-2,47,,,,,,,0.9
176,Washington Capitals,Samuel Carrier,CA,D,18,,Lewiston (QMJHL),,,,,,,,,,,,,
176,Philadelphia Flyers,Petr Placek,CZ,RW,18,,Hotchkiss School (High-CT),,,,,,,,,,,,,
176,St. Louis Blues,Petteri Lindbohm,FI,D,18,2017,Jokerit Jr. (Finland-Jr.),40,2,1,3,-9,37,,,,,,,0.3
176,Montreal Canadiens,Jeremy Gregoire,CA,C,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
177,Edmonton Oilers,Max Gordichuk,CA,D,18,,Kamloops (WHL),,,,,,,,,,,,,
177,Columbus Blue Jackets,Derek Reinhart,CA,D,18,,Regina (WHL),,,,,,,,,,,,,
177,Washington Capitals,Mathieu Perreault,CA,C,18,2022,Acadie-Bathurst (QMJHL),699,142,205,347,16,322,,,,,,,36.8
177,New Jersey Devils,Vili Sopanen,FI,RW,19,,Pelicans Jr. (Finland-Jr.),,,,,,,,,,,,,
177,San Jose Sharks,Tommy Wingels,US,C,20,2018,Miami (Ohio) (CCHA),448,62,81,143,-39,254,,,,,,,11
177,Chicago Blackhawks,David Pacan,CA,C,18,,Cumberland (CJHL),,,,,,,,,,,,,
177,Anaheim Ducks,Kevin Lind,US,D,18,,Chicago (USHL),,,,,,,,,,,,,
177,Washington Capitals,Travis Boyd,US,C,18,2022,USA U-18 (USHL),170,23,42,65,4,34,,,,,,,5.4
177,Vancouver Canucks,Wesley Myron,CA,LW,20,,Victoria (WHL),,,,,,,,,,,,,
177,Anaheim Ducks,Miro Aaltonen,FI,C,20,,Blues (Finland),,,,,,,,,,,,,
178,Nashville Predators,Mike Santorelli,CA,C,18,2016,Vernon (BCHL),406,64,74,138,-47,78,,,,,,,11.8
178,New York Rangers,Greg Beller,CA,W,18,,Lake of the Woods (High-MN),,,,,,,,,,,,,
178,New Jersey Devils,Tony Romano,US,C,18,,NY Bobcats (AJHL),,,,,,,,,,,,,
178,Detroit Red Wings,Zack Torquato,CA,C,18,,Erie (OHL),,,,,,,,,,,,,
178,Philadelphia Flyers,Zac Rinaldo,CA,C,18,2021,Mississauga St. Michael's (OHL),374,18,24,42,-43,758,,,,,,,-0.7
178,Carolina Hurricanes,Rasmus Rissanen,FI,D,18,2015,Kalpa Kuopio Jr. (Finland-Jr.),6,0,0,0,-5,4,,,,,,,-0.3
178,Ottawa Senators,Mark Stone,CA,RW,18,2022,Brandon (WHL),532,178,296,474,107,183,,,,,,,56.3
178,Tampa Bay Lightning,Adam Wilcox,US,G,18,2018,Green Bay (USHL),1,0,0,0,0,0,1,0,1,0,1,0,0.2
178,Phoenix Coyotes,Hunter Fejes,US,LW,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
178,Los Angeles Kings,Zachary Leslie,CA,D,19,,Guelph (OHL),,,,,,,,,,,,,
179,New York Islanders,Jaroslav Mrazek,CZ,D,18,,Sparta Praha Jr. (Czech-Jr.),,,,,,,,,,,,,
179,Calgary Flames,Brett Sutter,CA,LW,18,2015,Kootenay (WHL),60,2,8,10,-9,40,,,,,,,0.1
179,Calgary Flames,Jordan Fulton,US,C,19,,Breck (High-MN),,,,,,,,,,,,,
179,Buffalo Sabres,Paul Byron,CA,C,18,2022,Gatineau (QMJHL),503,95,108,203,33,137,,,,,,,21.5
179,Chicago Blackhawks,Braden Birch,CA,D,18,,Oakville (OPJHL),,,,,,,,,,,,,
179,Los Angeles Kings,Brandon Kozun,US,RW,19,2015,Calgary (WHL),20,2,2,4,-3,6,,,,,,,0.3
179,Philadelphia Flyers,Nick Luukko,US,D,18,,The Gunnery (High-CT),,,,,,,,,,,,,
179,San Jose Sharks,Dylan Demelo,CA,D,18,2022,Mississauga St. Michael's (OHL),369,8,72,80,13,171,,,,,,,15.8
179,Nashville Predators,Marek Mazanec,CZ,G,21,2017,Plzen (Czech),31,0,1,1,0,0,31,8,13,4,0.895,2.98,3
179,Pittsburgh Penguins,Blaine Byron,CA,C,18,,Smiths Falls (CCHL),,,,,,,,,,,,,
180,St. Louis Blues,Roman Polak,CZ,D,18,2020,Vitkovice Jr. (Czech-Jr.),806,26,114,140,-8,643,,,,,,,34.2
180,New York Islanders,Tyrell Mason,CA,D,19,,Salmon Arm (BCHL),,,,,,,,,,,,,
180,Toronto Maple Leafs,Leo Komarov,EE,C,19,2022,Assat Pori ( ),491,63,107,170,20,207,,,,,,,13.5
180,Washington Capitals,Justin Taylor,CA,C,18,,London (OHL),,,,,,,,,,,,,
180,Pittsburgh Penguins,Patrick Killeen,CA,G,18,,Brampton (OHL),,,,,,,,,,,,,
180,Detroit Red Wings,Mitch Callahan,US,RW,18,2017,Kelowna (WHL),5,0,0,0,0,0,,,,,,,-0.1
180,Chicago Blackhawks,Nick Mattson,US,D,18,,Indiana (USHL),,,,,,,,,,,,,
